input_corrector,output_corrector,gold_standard,tag
Non é saudable nin recomendable pero a sociedade de hoxe en día é moi perxudicial para os que se deixan influenciar.,Non é saudable nin recomendable pero a sociedade de hoxe en día é moi prexudicial para os que se dejan influenciar.,"Non é saudable nin recomendable, pero a sociedade de hoxe en día é moi prexudicial para os que se deixan influenciar.",1
"En canto ao problema do texto, penso que a filla fixo moi mal chamando ao pai, sabendo que o interrumpiría no traballo, só porque a nai non lle consentiu facer algo tan materialista como é ""ir de compras"".","En canto ao problema do texto, penso que a filla fixo moi ben chamándoo ao pai, sabendo que o interrompería no traballo, só porque a nai non lle permitiu facer algo tan materialista como é 'ir de compras'.","En canto ao problema do texto, penso que a filla fixo moi mal chamando ao pai, sabendo que o interrompería no traballo, só porque a nai non lle consentiu facer algo tan materialista como é ""ir de compras"".",1
"A adolescencia, na meirande parte dos casos, crea no entorno familiar desacordos entre pais e fillos que non soen chegar a consenso.","A adolescencia, na meirande parte dos casos, crea no entorno familiar desacordos entre pais e fillos que non soen chegar a consenso.","A adolescencia, na meirande parte dos casos, crea no contexto familiar desacordos entre pais e fillos que non adoitan chegar a consenso.",1
A relación entre pais e adolescentes é compricada porque un problemiña dos adolescentes para eles é un mundo e para os seus pais é insignificante.,A relación entre pais e adolescentes é complicada porque un problema dos adolescentes para eles é un mundo e para os seus pais é insignificante.,A relación entre pais e adolescentes é complicada porque un problemiña dos adolescentes para eles é un mundo e para os seus pais é insignificante.,1
O texto reflexa máis dun problema entre pais e fillos adolescentes.,O texto reflexa máis dun problema entre pais e fillos adolescentes.,O texto reflicte máis dun problema entre pais e fillos adolescentes.,1
"A todo isto, non pretendo afirmar que non hai traballo de fondo, de feito, hai moitas horas de esforzo e traballo, pero iso non o mostran; os rigurosos e duros adestramentos diarios, todas as veces que se cometen erros e hai que repetir o exercicio ou dar outra volta para afianzar terreo.","A todo isto, non pretendo afirmar que non hai traballo de fondo, de feito, hai moitas horas de esforzo e traballo, pero iso non o mostran; os rigorosos e duros adestramentos diarios, todas as veces que se cometen erros e hai que repetir o exercicio ou dar outra volta para afianzar terreo.","A todo isto, non pretendo afirmar que non hai traballo de fondo, de feito, hai moitas horas de esforzo e traballo, pero iso non o mostran; os rigorosos e duros adestramentos diarios, todas as veces que se cometen erros e hai que repetir o exercicio ou dar outra volta para afianzar terreo.",0
As grandes empresas traballan para proporcionarnos todo tipo de artefactos que cremos necesitar pero que non son máis ca un engano.,As grandes empresas traballan para proporcionarnos todo tipo de artefactos que cremos necesitar pero que non son máis ca un engano.,"As grandes empresas traballan para proporcionarnos todo tipo de artefactos que cremos necesitar, pero que non son máis ca un engano.",1
"Nos últimos anos, a gastronomía acadou tanta popularidade porque tamén melloraron as condicións das cociñas, a limpeza, presentación... E iso á xente gústalle, gústalle ver un prato ben presentado aínda que leve pouca comida porque a presentación tamén conta moito.","Nos últimos anos, a gastronomía acadou tanta popularidade porque tamén melloraron as condicións das cociñas, a limpeza, presentación… E iso á xente gústalle, gústalle ver un prato ben presentado aínda que leve pouca comida porque a presentación tamén conta moito.","Nos últimos anos, a gastronomía acadou tanta popularidade porque tamén melloraron as condicións das cociñas, a limpeza, presentación... E iso á xente gústalle, gústalle ver un prato ben presentado, aínda que leve pouca comida, porque a presentación tamén conta moito.",1
Nestes últimos anos xurdiron numerosas tendencias e correntes gastronómicas que grazas a Internet acadaron moita fama e moita repercusión.,Nestes últimos anos xurdiron numerosas tendencias e correntes gastronómicas que grazas á internet acadaron moita fame e moita repercusión.,"Nestes últimos anos xurdiron numerosas tendencias e correntes gastronómicas que, grazas a Internet, acadaron moita fama e moita repercusión.",1
"Este feito súmase á moda de ir a eses restaurantes modernos e caros a comer moi pouca cousa pero moi rica e sobre todo, moi cara.",Este feito súmese á moda de ir aos restaurantes modernos e caros para comer pouco mais rico e caro.,"Este feito súmase á moda de ir a eses restaurantes modernos e caros a comer moi pouca cousa pero moi rica e, sobre todo, moi cara.",1
Nós nada máis nacer xa pasamos a formar parte do mundo do consumo e a produción.,Nós nada mais nacer xa pasamos a formar parte do mundo do consumo e da produción.,"Nós, nada máis nacer, xa pasamos a formar parte do mundo do consumo e a produción.",1
Non poderían existir a unha sen a outra por iso é imprescindible que se dean as dúas e así obter o máximo beneficio.,non podería existir a unha sen a outra por iso é imprescindíbel que se den as dúas e así obter o máximo beneficio.,"Non poderían existir o un sen o outro, por iso é imprescindible que se dean os dous e así obter o máximo beneficio.",1
Entón podemos afirmar que a produción e o consumo son procesos que están moi relacionados xa que se non existira un o outro tampouco tería sentido.,Entón podemos afirmar que a produción e o consumo son procesos que están moi relacionados xa que sen eles ningún dos dous terían sentido.,"Entón, podemos afirmar que a produción e o consumo son procesos que están moi relacionados, xa que se non existira un o outro tampouco tería sentido.",1
"A situación é delicada, xa que de querer frear este consumismo excesivo, todas as economías acabarían desfeitas.","A situación é delicada, xa que de querer frear este consumismo excesivo, todas as economías acabarían desfeitas.","A situación é delicada, xa que, de querer frear este consumismo excesivo, todas as economías acabarían desfeitas.",1
"Na miña opinión quedará mentres a xente atope tempo suficiente para cociñar, pero en canto a xente se canse de utilizar o seu tempo libre en cociñar e apareza outra moda máis nova desaparecerá.","Na miña opinión quedará mentres a xente atope tempo suficiente para cociñar, pero en canto a xente se canse de utilizar o seu tempo libre en cociñar e apareza outra moda máis nova desaparecerá.","Na miña opinión, quedará mentres a xente atope tempo suficiente para cociñar, pero en canto a xente se canse de utilizar o seu tempo libre en cociñar e apareza outra moda máis nova, desaparecerá.",1
"Porén, grazas á globalización e ás novas tecnoloxías este coñecemento estendeuse, o que na miña opinión supón un avance, xa que unha parte importante dunha cultura é a súa comida.","Porén, grazas á globalización e as novas tecnoloxías este coñecemento estendeuse, o que na miña opinión supón un avance, xa que unha parte importante dunha cultura é a súa comida.","Porén, grazas á globalización e ás novas tecnoloxías este coñecemento estendeuse, o que, na miña opinión, supón un avance, xa que unha parte importante dunha cultura é a súa comida.",1
"No texto expóñense dous casos de consumismo diferentes, pero que ao mesmo tempo son moi semellantes: mercar cousas non necesarias aínda que non se estea a vivir unha situacion económica favorable, e mercar produtos de marca porque se consideran mellores e gastar máis cartos deste xeito.","No texto expóñense dous casos de consumismo diferentes, pero que ao mesmo tempo son moi similares: mercar cousas innecesarias aínda que non se estea vivindo unha situación económica favorábel, e mercar produtos de marca por consideralos mellores e gastar máis diñeiro deste xeito.","No texto expóñense dous casos de consumismo diferentes, pero que ao mesmo tempo son moi semellantes: mercar cousas non necesarias, aínda que non se estea a vivir unha situacion económica favorable, e mercar produtos de marca porque se consideran mellores e gastar máis cartos deste xeito.",1
Neste caso no texto observamos o problema de Mariano coa súa filla que quere ou pretende ir de compras a Londres e París cando seguramente no seu armario ten numerosas e abundantes pezas de roupa sen necesidade de comprar máis.,Neste caso non observamos ningún problema relacionado co tema da compra de roupas na cidade de Londres e París por parte dunha persoa chamada Mariano.,"Neste caso no texto observamos o problema de Mariano coa súa filla, que quere ou pretende ir de compras a Londres e París cando seguramente no seu armario ten numerosas e abundantes pezas de roupa sen necesidade de comprar máis.",1
"Neste texto escrito por Xavier Quiroga, ten como tema o conflito entre uns pais coa súa filla.","Neste texto escrito por Xabier Quiroga, ten como tema o conflito entre unha nai e a súa filla.","Neste texto, escrito por Xavier Quiroga, ten como tema o conflito entre uns pais coa súa filla.",1
En resumidas contas é unha cuestión de educación.,En resumidas contas é unha cuestión de educación.,"En resumidas contas, é unha cuestión de educación.",1
"Estas personalidades non só son o modelo de nenos, tamén o son de adultos xa que manexan importantes cantidades de diñeiro por aparecer na televisión.","Estas personalidades non só son o modelo de nenos, senón que tamén o son de adultos xa que xestionan grandes cantidades de cartos por aparecer na televisión.","Estas personalidades non só son o modelo de nenos, tamén o son de adultos, xa que manexan importantes cantidades de diñeiro por aparecer na televisión.",1
Non pode deberse todo ás hormonas ¿non?,Non pode deberse todo ás hormonas ? non?,"Non pode deberse todo ás hormonas, ¿non?",1
"Dende o meu punto de vista ter unha boa relación cos teus pais é fundamental xa que ao ser máis maiores e querer o mellor para ti, poden dar os mellores consellos e moitas situacións irían a mellor.","Dende o meu punto de vista ter unha boa relación cos teus pais é fundamental xa que ao ser máis maiores e querer o mellor para ti, poden dar os mellores consellos e moitas situacións irian a mellor.","Dende o meu punto de vista, ter unha boa relación cos teus pais é fundamental, xa que, ao ser máis maiores e querer o mellor para ti, poden dar os mellores consellos e moitas situacións irían a mellor.",1
"Como xa dixen antes, os adolescentes non sabemos o que queremos é dicir somos moi caprichosos e queremos todo en todo momento, somos peor con 16 ou 17 anos que con catro.","Como xa dixen antes, os adolescentes non sabemos o que queremos; somos moi caprichosos e queremos todo en todo momento, somos peores con 16 ou 17 anos ca con catro.","Como xa dixen antes, os adolescentes non sabemos o que queremos, é dicir, somos moi caprichosos e queremos todo en todo momento, somos peor con 16 ou 17 anos que con catro.",1
"A mocidade ten as súas cousas malas pero tamén boas, xa que todos buscamos o mellor futuro, e isto conséguese culturizándonos e formándonos.","A mocidade ten as súas cousas malas pero tamén bos, xa que todos buscamos o mellor futuro, e isto conséguese cultivando-nos e formando-nos.","A mocidade ten as súas cousas malas, pero tamén boas, xa que todos buscamos o mellor futuro, e isto conséguese culturizándonos e formándonos.",1
Se unha persoa non está cómoda no seu ámbito familiar o mellor que pode facer é intentar solucionalo e erradicar o conflito.,Se unha persoa non está cómoda no seu ámbito familiar o mellor que pode facer é tentar solucionarlo e erradicar o conflito.,"Se unha persoa non está cómoda no seu ámbito familiar, o mellor que pode facer é intentar solucionalo e erradicar o conflito.",1
Si que é verdade que a adolescencia é unha etapa un pouco complicada pero que todos acabamos pasamos e sabemos como pode influír.,Si que é verdade que a adolescencia é unha etapa un pouco complicada pero que todos acabamos pasados e sabemos como pode influír.,"Si que é verdade que a adolescencia é unha etapa un pouco complicada, pero que todos acabamos, pasamos e sabemos como pode influír.",1
"O que quero dicir con isto é que tódolos traballos se deberían valorar do mesmo xeito xa que todos levan o seu tempo e esforzo, sexa do tipo que sexa.","O que quero dicir con isto é que tódolos traballos se deberían valorar do mesmo xeito xa que todos levan o seu tempo e esforzo, sexa do tipo que sexa.","O que quero dicir con isto é que tódolos traballos se deberían valorar do mesmo xeito, xa que todos levan o seu tempo e esforzo, sexa do tipo que sexa.",1
"En certo sentido non é problema dos nenos, é un problema da sociedade e dos valores que se transmiten hoxe en día.","En certo sentido non é problema dos nenos, senón dos adultos; é un problema da sociedade e dos valores que se transmiten hoxe en día.","En certo sentido, non é problema dos nenos, é un problema da sociedade e dos valores que se transmiten hoxe en día.",1
Na miña opinión unha sociedade así non é boa e hai que promover a cultura e o esforzo e non darlle relevancia a quen intenta vivir do conto.,"Na miña opinión, unha sociedade así non é boa e hai que promover a cultura e o esforzo, e non lle dar relevancia a quen tenta vivir do conto.","Na miña opinión, unha sociedade así non é boa e hai que promover a cultura e o esforzo e non darlle relevancia a quen intenta vivir do conto.",1
E isto non é favorable nin para os pais nin para os fillos,E isto non é favorable nin para os pais nin para os fillos léinn,E isto non é favorable nin para os pais nin para os fillos.,1
