input_corrector,output_corrector,tag,explanation
Nestes últimos anos xurdiron numerosas tendencias e correntes gastronómicas que grazas a Internet acadaron moita fama e moita repercusión.,Nestes últimos anos xurdiron numerosas tendencias e correntes gastronómicas que grazas á internet acadaron moita fame e moita repercusión.,1,"O output_corrector non é adecuado porque o corrector introduciu o erro de “fame” en lugar de “fama”, que era correcto no input_corrector."
"Este feito súmase á moda de ir a eses restaurantes modernos e caros a comer moi pouca cousa pero moi rica e sobre todo, moi cara.",Este feito súmese á moda de ir aos restaurantes modernos e caros para comer pouco mais rico e caro.,1,"O output_corrector non é adecuado porque introduciu un erro entre “a” e “restaurantes”, e tamén entre “pouco” e “mais rico”, que non existían no input_corrector."
Nós nada máis nacer xa pasamos a formar parte do mundo do consumo e a produción.,Nós nada mais nacer xa pasamos a formar parte do mundo do consumo e da produción.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “a” e “producción”.
Non poderían existir a unha sen a outra por iso é imprescindible que se dean as dúas e así obter o máximo beneficio.,non podería existir a unha sen a outra por iso é imprescindíbel que se den as dúas e así obter o máximo beneficio.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “poderían” e “imprescindible”.
Entón podemos afirmar que a produción e o consumo son procesos que están moi relacionados xa que se non existira un o outro tampouco tería sentido.,Entón podemos afirmar que a produción e o consumo son procesos que están moi relacionados xa que sen eles ningún dos dous terían sentido.,0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “se non existira” e “sen eles”, mellorando a claridade da oración."
"A situación é delicada, xa que de querer frear este consumismo excesivo, todas as economías acabarían desfeitas.","A situación é delicada, xa que de querer frear este consumismo excesivo, todas as economías acabarían desfeitas.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Na miña opinión quedará mentres a xente atope tempo suficiente para cociñar, pero en canto a xente se canse de utilizar o seu tempo libre en cociñar e apareza outra moda máis nova desaparecerá.","Na miña opinión quedará mentres a xente atope tempo suficiente para cociñar, pero en canto a xente se canse de utilizar o seu tempo libre en cociñar e apareza outra moda máis nova desaparecerá.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Porén, grazas á globalización e ás novas tecnoloxías este coñecemento estendeuse, o que na miña opinión supón un avance, xa que unha parte importante dunha cultura é a súa comida.","Porén, grazas á globalización e as novas tecnoloxías este coñecemento estendeuse, o que na miña opinión supón un avance, xa que unha parte importante dunha cultura é a súa comida.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"No texto expóñense dous casos de consumismo diferentes, pero que ao mesmo tempo son moi semellantes: mercar cousas non necesarias aínda que non se estea a vivir unha situacion económica favorable, e mercar produtos de marca porque se consideran mellores e gastar máis cartos deste xeito.","No texto expóñense dous casos de consumismo diferentes, pero que ao mesmo tempo son moi similares: mercar cousas innecesarias aínda que non se estea vivindo unha situación económica favorábel, e mercar produtos de marca por consideralos mellores e gastar máis diñeiro deste xeito.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a corrección de “semellantes” a “similares” e a corrección de “cartos” a “diñeiro”."
Neste caso no texto observamos o problema de Mariano coa súa filla que quere ou pretende ir de compras a Londres e París cando seguramente no seu armario ten numerosas e abundantes pezas de roupa sen necesidade de comprar máis.,Neste caso non observamos ningún problema relacionado co tema da compra de roupas na cidade de Londres e París por parte dunha persoa chamada Mariano.,1,"O output_corrector non é adecuado porque introduce un erro ao cambiar o significado orixinal do texto, que se centra no problema de Mariano coa súa filla, en lugar de simplemente observar o problema."
"Neste texto escrito por Xavier Quiroga, ten como tema o conflito entre uns pais coa súa filla.","Neste texto escrito por Xabier Quiroga, ten como tema o conflito entre unha nai e a súa filla.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a substitución de ""Xavier"" por ""Xabier"" e a corrección da oración para reflectir unha nai en lugar de pais."
En resumidas contas é unha cuestión de educación.,En resumidas contas é unha cuestión de educación.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Estas personalidades non só son o modelo de nenos, tamén o son de adultos xa que manexan importantes cantidades de diñeiro por aparecer na televisión.","Estas personalidades non só son o modelo de nenos, senón que tamén o son de adultos xa que xestionan grandes cantidades de cartos por aparecer na televisión.",1,"O output_corrector non é adecuado porque introduciu un erro entre “manexan” e “diñeiro”, que non existía no input_corrector."
Non pode deberse todo ás hormonas ¿non?,Non pode deberse todo ás hormonas ? non?,0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Dende o meu punto de vista ter unha boa relación cos teus pais é fundamental xa que ao ser máis maiores e querer o mellor para ti, poden dar os mellores consellos e moitas situacións irían a mellor.","Dende o meu punto de vista ter unha boa relación cos teus pais é fundamental xa que ao ser máis maiores e querer o mellor para ti, poden dar os mellores consellos e moitas situacións irian a mellor.",0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Como xa dixen antes, os adolescentes non sabemos o que queremos é dicir somos moi caprichosos e queremos todo en todo momento, somos peor con 16 ou 17 anos que con catro.","Como xa dixen antes, os adolescentes non sabemos o que queremos; somos moi caprichosos e queremos todo en todo momento, somos peores con 16 ou 17 anos ca con catro.",1,O output_corrector non é adecuado porque introduciu un erro entre “queremos” e “somos” e tamén un erro de concordancia entre “peores” e “ca”.
"A mocidade ten as súas cousas malas pero tamén boas, xa que todos buscamos o mellor futuro, e isto conséguese culturizándonos e formándonos.","A mocidade ten as súas cousas malas pero tamén bos, xa que todos buscamos o mellor futuro, e isto conséguese cultivando-nos e formando-nos.",1,"O output_corrector non é adecuado porque o corrector introduciu o erro entre “boas” e “bos”, que non existía no input_corrector."
Se unha persoa non está cómoda no seu ámbito familiar o mellor que pode facer é intentar solucionalo e erradicar o conflito.,Se unha persoa non está cómoda no seu ámbito familiar o mellor que pode facer é tentar solucionarlo e erradicar o conflito.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “intentar” e “solucionalo”.
Si que é verdade que a adolescencia é unha etapa un pouco complicada pero que todos acabamos pasamos e sabemos como pode influír.,Si que é verdade que a adolescencia é unha etapa un pouco complicada pero que todos acabamos pasados e sabemos como pode influír.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “pasamos” e “e sabemos”.
"O que quero dicir con isto é que tódolos traballos se deberían valorar do mesmo xeito xa que todos levan o seu tempo e esforzo, sexa do tipo que sexa.","O que quero dicir con isto é que tódolos traballos se deberían valorar do mesmo xeito xa que todos levan o seu tempo e esforzo, sexa do tipo que sexa.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"En certo sentido non é problema dos nenos, é un problema da sociedade e dos valores que se transmiten hoxe en día.","En certo sentido non é problema dos nenos, senón dos adultos; é un problema da sociedade e dos valores que se transmiten hoxe en día.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “dos” e “adultos”.
Na miña opinión unha sociedade así non é boa e hai que promover a cultura e o esforzo e non darlle relevancia a quen intenta vivir do conto.,"Na miña opinión, unha sociedade así non é boa e hai que promover a cultura e o esforzo, e non lle dar relevancia a quen tenta vivir do conto.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de coma antes de “unha sociedade” e a corrección de “intentar” a “tentar”."
E isto non é favorable nin para os pais nin para os fillos,E isto non é favorable nin para os pais nin para os fillos léinn,1,"O output_corrector non é adecuado porque introduciu un erro que non existía no input_corrector, o cal non contiña ningún erro que corrixir."
